Point Name,Time Recorded,Gas Temperature,Static Pressure,CH4 Percent,CO2 Percent,O2 Percent,Balance Percent,Date Recorded,TRS,Vacuum In WC
"FRBVC215","9:25 AM","82.0","-4.30","31.9","32.1","1.1","34.9","5/02/2018","","",
"FRBVC191","9:30 AM","81.0","-0.70","21.6","78.3","0.0","0.1","5/02/2018","","",
"FRBVC190","9:33 AM","98.0","-2.30","55.3","44.6","0.0","0.1","5/02/2018","","",
"FRBVC212","9:38 AM","90.0","-6.00","56.2","43.7","0.0","0.1","5/02/2018","","",
"FRBVC211","9:42 AM","104.0","-2.50","55.0","44.9","0.0","0.1","5/02/2018","","",
"FRBVC210","9:47 AM","90.0","-6.10","53.9","46.0","0.0","0.1","5/02/2018","","",
"FB5BCC9S","7:48 AM","86.0","-17.20","26.9","27.4","8.3","37.4","5/03/2018","","",
"FRB00MC2","7:51 AM","75.0","-16.80","24.0","17.0","10.6","48.4","5/03/2018","","",
"FRB00MC7","7:55 AM","75.0","-16.40","55.0","35.7","0.5","8.8","5/03/2018","","",
"FRB00MC8","7:58 AM","76.0","-17.30","58.5","39.1","0.1","2.3","5/03/2018","","",
"FRB5BCB8","8:03 AM","67.0","-13.80","7.7","4.7","18.7","68.9","5/03/2018","","",
"FB5BCC8S","8:06 AM","100.0","-16.70","52.7","39.9","0.4","7.0","5/03/2018","","",
"FB5BCC7S","8:10 AM","108.0","-12.30","44.0","35.7","1.7","18.6","5/03/2018","","",
"FB5BCD6S","8:13 AM","108.0","-16.40","56.8","43.0","0.0","0.2","5/03/2018","","",
"FB5BCC6S","8:17 AM","114.0","-10.60","41.5","30.5","3.6","24.4","5/03/2018","","",
"FB5BCD5S","8:21 AM","113.0","-15.70","56.9","41.9","0.0","1.2","5/03/2018","","",
"FRB5BCE5","8:23 AM","95.0","-16.40","56.0","43.3","0.0","0.7","5/03/2018","","",
"FRB5BCE4","8:26 AM","95.0","-16.00","56.6","42.9","0.0","0.5","5/03/2018","","",
"FRB5BCE3","8:29 AM","106.0","-15.60","56.2","43.3","0.0","0.5","5/03/2018","","",
"FRB5BCE2","8:31 AM","107.0","-15.20","56.2","43.0","0.0","0.8","5/03/2018","","",
"FB5BCC5S","8:35 AM","114.0","-12.60","57.9","40.5","0.1","1.5","5/03/2018","","",
"FB5BCA4E","8:38 AM","93.0","-15.30","58.1","40.0","0.3","1.6","5/03/2018","","",
"FB5BCA5E","8:40 AM","97.0","-15.70","57.4","39.4","0.4","2.8","5/03/2018","","",
"FB5BCC4S","8:44 AM","106.0","-14.60","57.7","40.3","0.0","2.0","5/03/2018","","",
"FB5BCD3S","8:47 AM","109.0","-15.40","56.9","41.8","0.0","1.3","5/03/2018","","",
"FB5BCC3S","8:50 AM","85.0","-15.50","58.4","40.3","0.0","1.3","5/03/2018","","",
"FRB5BCE1","8:53 AM","108.0","-15.00","56.0","43.0","0.0","1.0","5/03/2018","","",
"FB5BCD2S","8:57 AM","113.0","-14.50","56.8","41.7","0.0","1.5","5/03/2018","","",
"FB5BCC2S","8:59 AM","94.0","-15.00","59.2","39.7","0.0","1.1","5/03/2018","","",
"FB5BCC1S","9:02 AM","95.0","-14.20","59.0","39.8","0.0","1.2","5/03/2018","","",
"FRB00MC1","9:05 AM","84.0","-14.40","49.3","35.8","1.6","13.3","5/03/2018","","",
"FRBVC215","9:10 AM","87.0","-4.20","26.6","27.3","3.0","43.1","5/03/2018","","",
"FRBVC103","9:16 AM","101.0","-14.00","55.8","41.8","0.0","2.4","5/03/2018","","",
"FRBVC104","9:18 AM","85.0","-14.10","50.9","39.7","1.3","8.1","5/03/2018","","",
"FRB5DE1S","9:20 AM","85.0","-14.00","23.0","19.5","11.1","46.4","5/03/2018","","",
"FBVC105R","9:26 AM","118.0","-14.50","53.6","44.5","0.0","1.9","5/03/2018","","",
"FRBVC126","9:29 AM","105.0","-12.50","54.5","44.0","0.0","1.5","5/03/2018","","",
"FBVC106R","9:33 AM","109.0","-16.60","54.3","44.5","0.0","1.2","5/03/2018","","",
"FRB05DF1","9:44 AM","82.0","-17.90","46.2","38.6","2.1","13.1","5/03/2018","","",
"FRBVC107","9:47 AM","86.0","-17.70","53.7","44.1","0.3","1.9","5/03/2018","","",
"FRBVC108","9:50 AM","75.0","-17.30","48.8","39.9","1.5","9.8","5/03/2018","","",
"FRB05DF2","9:53 AM","79.0","-16.10","54.8","43.9","0.0","1.3","5/03/2018","","",
"FBVC109R","9:58 AM","72.0","-17.90","36.6","29.9","4.2","29.3","5/03/2018","","",
"FRB05DF3","10:01 AM","82.0","-17.50","49.0","38.5","2.5","10.0","5/03/2018","","",
"FRB05DF4","12:43 PM","81.0","-20.40","51.4","39.1","1.8","7.7","5/03/2018","","",
"FRB5DE5S","12:46 PM","78.0","-20.30","44.9","37.4","2.8","14.9","5/03/2018","","",
"FRB5DE6S","12:48 PM","80.0","-19.10","52.0","41.0","1.2","5.8","5/03/2018","","",
"FRB5DE7S","12:51 PM","80.0","-19.50","47.1","35.5","3.0","14.4","5/03/2018","","",
"FRB05DG4","12:54 PM","116.0","-2.90","47.4","45.8","0.0","6.8","5/03/2018","","",
"FRBVC137","1:05 PM","128.0","-12.70","55.1","44.5","0.0","0.4","5/03/2018","","",
"FRBVC136","1:09 PM","125.0","-8.90","55.0","43.8","0.0","1.2","5/03/2018","","",
"FRBVC135","1:12 PM","128.0","-7.30","55.0","42.5","0.0","2.5","5/03/2018","","",
"FRBVC134","1:16 PM","126.0","-4.20","55.4","42.8","0.0","1.8","5/03/2018","","",
"FRBVC138","1:20 PM","125.0","-4.20","56.5","42.4","0.0","1.1","5/03/2018","","",
"FRB007D1","1:25 PM","118.0","-15.10","54.5","41.9","0.0","3.6","5/03/2018","","",
"FRB007D2","1:27 PM","120.0","-29.90","55.2","43.6","0.0","1.2","5/03/2018","","",
"FRB007D3","1:31 PM","122.0","-29.30","56.1","42.9","0.0","1.0","5/03/2018","","",
"FRB007D4","1:35 PM","119.0","-30.10","55.7","42.8","0.0","1.5","5/03/2018","","",
"FRB5DE6W","1:38 PM","118.0","-29.00","56.7","42.3","0.0","1.0","5/03/2018","","",
"FRB5DE7W","1:42 PM","125.0","-14.90","55.8","43.2","0.0","1.0","5/03/2018","","",
"FRBVC188","1:46 PM","120.0","-4.00","44.0","39.2","0.0","16.8","5/03/2018","","",
"FRBVC189","1:50 PM","126.0","-1.50","49.6","40.9","0.0","9.5","5/03/2018","","",
"FRB7BC4W","1:55 PM","122.0","-17.20","55.1","42.8","0.0","2.1","5/03/2018","","",
"FRB7BC5W","1:57 PM","116.0","-16.80","55.6","42.1","0.0","2.3","5/03/2018","","",
"FRB7BC6W","2:00 PM","116.0","-13.20","55.8","41.9","0.0","2.3","5/03/2018","","",
"FRB007C4","2:08 PM","120.0","-18.10","52.3","42.5","0.0","5.2","5/03/2018","","",
"FRB007C5","2:11 PM","92.0","-2.70","28.1","23.2","8.8","39.9","5/03/2018","","",
"FRB007C6","2:14 PM","103.0","-28.00","54.8","42.1","0.0","3.1","5/03/2018","","",
"FRB07AB4","2:20 PM","85.0","-23.30","15.1","11.7","14.0","59.2","5/03/2018","","",
"FRB07AA5","2:22 PM","103.0","-26.40","56.8","40.6","0.0","2.6","5/03/2018","","",
"FRB07AB5","2:26 PM","106.0","-19.20","46.0","38.8","0.0","15.2","5/03/2018","","",
"FRB07AA6","2:29 PM","87.0","-26.30","56.0","41.5","0.0","2.5","5/03/2018","","",
"FRB07AA7","2:32 PM","105.0","-23.60","47.0","37.8","0.0","15.2","5/03/2018","","",
"FRBVC203","8:31 AM","110.0","-2.80","53.9","45.1","0.2","0.8","5/04/2018","","",
"FRBVC202","8:36 AM","124.0","-5.40","52.9","46.5","0.0","0.6","5/04/2018","","",
"FRBVC211","8:43 AM","109.0","-8.80","57.0","42.9","0.0","0.1","5/04/2018","","",
"FRBVC212","8:49 AM","109.0","-9.20","57.1","42.8","0.0","0.1","5/04/2018","","",
"FRBVC190","8:53 AM","110.0","-2.50","53.9","46.0","0.0","0.1","5/04/2018","","",
"FRBVC191","8:59 AM","99.0","-2.50","25.7","65.8","0.0","8.5","5/04/2018","","",
"FRBVC183","9:06 AM","104.0","-1.60","35.7","63.7","0.0","0.6","5/04/2018","","",
"FRBVC182","9:09 AM","6.0","-5.10","42.3","57.6","0.0","0.1","5/04/2018","","",
"FRBVC181","9:13 AM","104.0","-5.30","48.2","51.7","0.0","0.1","5/04/2018","","",
"FRBVC193","9:18 AM","99.0","-1.20","6.2","36.7","0.8","56.3","5/04/2018","","",
"FRBVC193","9:18 AM","99.0","-1.20","6.2","36.7","0.8","56.3","5/04/2018","","",
"FRBVC192","9:22 AM","94.0","-1.30","4.8","31.1","3.7","60.4","5/04/2018","","",
"FRBVC192","9:22 AM","94.0","-1.30","4.8","31.1","3.7","60.4","5/04/2018","","",
"FRBVC161","9:26 AM","104.0","-1.00","2.5","18.4","0.8","78.3","5/04/2018","","",
"FRBVC169","9:30 AM","101.0","-0.80","1.4","18.3","0.5","79.8","5/04/2018","","",
"FRBVC160","9:37 AM","103.0","-1.60","10.2","22.6","0.0","67.2","5/04/2018","","",
"FRBVC166","9:41 AM","96.0","-0.80","0.8","12.6","4.2","82.4","5/04/2018","","",
"FRBVC167","9:45 AM","99.0","-3.30","37.5","35.6","0.0","26.9","5/04/2018","","",
"FRBVC168","9:50 AM","108.0","-5.50","34.7","36.3","0.0","29.0","5/04/2018","","",
"FBVC154S","9:59 AM","112.0","-7.50","26.2","34.8","0.0","39.0","5/04/2018","","",
"FBVC154D","10:02 AM","103.0","-10.70","57.2","42.6","0.0","0.2","5/04/2018","","",
"FRBVC215","10:07 AM","0.0","-3.60","27.9","28.3","2.4","41.4","5/04/2018","","",
"FRBVC210","10:12 AM","0.0","-10.10","56.1","43.1","0.0","0.8","5/04/2018","","",
"FRBVC148","10:16 AM","118.0","-13.80","56.7","42.4","0.0","0.9","5/04/2018","","",
"FRBVC147","10:19 AM","117.0","-13.90","52.8","41.4","0.0","5.8","5/04/2018","","",
"FRBVC151","10:22 AM","100.0","-14.20","58.2","41.5","0.0","0.3","5/04/2018","","",
"FRBVC151","10:18 AM","84.0","-22.90","56.2","41.0","1.2","1.6","5/07/2018","","",
"FRBVC152","3:01 PM","92.0","-13.80","56.1","39.3","1.1","3.5","5/07/2018","","",
"FRBVC205","3:15 PM","116.0","-1.10","57.1","42.8","0.0","0.1","5/07/2018","","",
"FRBVC205","3:15 PM","116.0","-2.10","57.1","42.8","0.0","0.1","5/07/2018","","",
"FRBVC206","3:25 PM","0.0","-1.10","55.8","44.1","0.0","0.1","5/07/2018","","",
"FRBVC206","3:25 PM","0.0","-1.20","55.8","44.1","0.0","0.1","5/07/2018","","",
"FRBVC215","9:15 AM","0.0","-3.40","29.2","28.5","2.7","39.6","5/08/2018","","",
"FRBVC159","9:21 AM","0.0","-4.30","30.2","32.6","0.1","37.1","5/08/2018","","",
"FRBVC165","9:25 AM","0.0","-2.90","33.9","32.2","1.8","32.1","5/08/2018","","",
"FRBVC152","9:29 AM","0.0","-11.70","45.5","37.3","0.0","17.2","5/08/2018","","",
"FRB5BCF1","9:40 AM","111.0","-7.70","55.3","44.6","0.0","0.1","5/08/2018","","",
"FRB5BCF2","9:42 AM","123.0","-5.20","48.7","42.3","0.0","9.0","5/08/2018","","",
"FRBVC158","9:45 AM","0.0","-6.40","47.1","38.9","0.0","14.0","5/08/2018","","",
"FRB5BCF3","9:49 AM","118.0","-11.30","55.8","44.0","0.0","0.2","5/08/2018","","",
"FRB5BCF4","9:52 AM","121.0","-10.20","55.7","44.2","0.0","0.1","5/08/2018","","",
"FRBVC175","1:32 PM","107.0","-5.50","45.0","38.1","1.0","15.9","5/08/2018","","",
"FRBVC139","1:36 PM","119.0","-9.40","56.0","43.9","0.0","0.1","5/08/2018","","",
"FRBVC140","1:39 PM","0.0","-10.20","57.1","42.8","0.0","0.1","5/08/2018","","",
"FRB5BCF5","1:44 PM","121.0","-9.10","55.7","44.2","0.0","0.1","5/08/2018","","",
"FRBVC150","1:47 PM","124.0","-10.00","58.9","41.0","0.0","0.1","5/08/2018","","",
"FRBVC141","1:51 PM","115.0","-9.60","51.3","40.8","0.0","7.9","5/08/2018","","",
"FRBVC142","1:53 PM","88.0","-9.20","47.9","42.3","1.8","8.0","5/08/2018","","",
"FRBVC210","2:04 PM","0.0","-9.60","57.4","42.5","0.0","0.1","5/08/2018","","",
"FRBVC173","2:08 PM","113.0","-4.70","53.4","43.8","0.0","2.8","5/08/2018","","",
"FRBVC144","2:11 PM","100.0","-10.70","43.6","36.5","2.8","17.1","5/08/2018","","",
"FRBVC153","2:14 PM","0.0","-9.50","57.0","41.9","0.0","1.1","5/08/2018","","",
"FRBVC157","2:19 PM","0.0","-5.50","46.7","37.2","0.0","16.1","5/08/2018","","",
"FRBVC146","2:22 PM","118.0","-10.40","58.6","40.7","0.0","0.7","5/08/2018","","",
"FRBVC145","2:26 PM","118.0","-6.80","52.6","40.9","0.0","6.5","5/08/2018","","",
"FRB5BCF6","2:28 PM","118.0","-5.80","55.0","43.2","0.0","1.8","5/08/2018","","",
"FRBVC176","2:33 PM","115.0","-4.90","48.1","39.8","0.0","12.1","5/08/2018","","",
"FRBVC204","2:36 PM","102.0","-8.30","56.3","43.4","0.1","0.2","5/08/2018","","",
"FRBVC164","2:41 PM","0.0","-1.20","44.2","36.8","0.3","18.7","5/08/2018","","",
"FRBVC149","2:44 PM","96.0","-2.20","21.5","26.4","0.0","52.1","5/08/2018","","",
"FRBVC163","2:47 PM","0.0","-1.40","4.6","18.4","0.4","76.6","5/08/2018","","",
"FRBVC163","2:47 PM","0.0","-1.40","4.6","18.4","0.4","76.6","5/08/2018","","",
"FRBVC209","2:49 PM","101.0","-6.30","56.2","43.7","0.0","0.1","5/08/2018","","",
"FRBVC162","2:50 PM","0.0","-0.40","14.7","22.6","0.5","62.2","5/08/2018","","",
"FRBVC208","2:53 PM","83.0","-1.50","57.0","42.9","0.0","0.1","5/08/2018","","",
"FRBVC155","2:54 PM","106.0","-4.50","47.8","36.9","0.0","15.3","5/08/2018","","",
"FRBVC156","2:57 PM","0.0","-0.80","48.0","37.6","0.0","14.4","5/08/2018","","",
"FRBVC207","2:58 PM","79.0","-3.30","56.9","43.0","0.0","0.1","5/08/2018","","",
"FRBVC172","3:01 PM","114.0","-8.90","47.1","36.7","0.0","16.2","5/08/2018","","",
"FRBVC171","3:04 PM","105.0","-14.00","55.3","40.2","0.0","4.5","5/08/2018","","",
"FRBVC170","3:06 PM","105.0","-16.10","56.7","40.9","0.0","2.4","5/08/2018","","",
"FRBVC170","3:08 PM","105.0","-16.10","56.7","40.9","0.0","2.4","5/08/2018","","",
"FRBVC174","3:10 PM","114.0","-3.80","41.7","36.8","1.4","20.1","5/08/2018","","",
"FRBVC202","3:14 PM","0.0","-2.50","53.0","43.7","0.0","3.3","5/08/2018","","",
"FRBVC203","3:17 PM","0.0","-5.90","54.1","43.1","0.0","2.8","5/08/2018","","",
"FRB07AA1","9:56 AM","92.0","-21.80","58.2","41.0","0.0","0.8","5/09/2018","","",
"FRB07AB1","10:00 AM","86.0","-22.70","58.3","41.6","0.0","0.1","5/09/2018","","",
"FRB07AA2","10:02 AM","103.0","-19.20","58.9","41.0","0.0","0.1","5/09/2018","","",
"FRB07AB2","10:06 AM","84.0","-20.60","50.8","38.2","1.8","9.2","5/09/2018","","",
"FRB07AA3","10:09 AM","85.0","-22.20","57.8","41.3","0.0","0.9","5/09/2018","","",
"FRB0LHC3","10:12 AM","84.0","0.00","0.0","0.5","20.4","79.1","5/09/2018","","",
"FRB0UHC2","10:16 AM","84.0","0.00","30.7","25.9","5.8","37.6","5/09/2018","","",
"FRB07AB3","10:18 AM","83.0","-23.10","58.2","40.9","0.2","0.7","5/09/2018","","",
"FRB07AA4","10:20 AM","105.0","-21.00","58.6","41.2","0.0","0.2","5/09/2018","","",
"FRB07AB4","10:26 AM","85.0","-18.80","7.8","5.8","17.7","68.7","5/09/2018","","",
"FRB0LHC2","10:28 AM","86.0","0.00","0.0","0.4","20.9","78.7","5/09/2018","","",
"FRB0LHC1","10:33 AM","85.0","-20.40","55.9","38.9","0.7","4.5","5/09/2018","","",
"FRB0UHC1","10:35 AM","77.0","0.00","0.1","12.6","7.7","79.6","5/09/2018","","",
"FRBVC211","10:41 AM","102.0","-6.90","58.1","41.0","0.0","0.9","5/09/2018","","",
"FRBVC212","10:45 AM","106.0","-8.50","58.0","41.2","0.0","0.8","5/09/2018","","",
"FRBVC190","10:49 AM","105.0","-2.20","46.9","47.2","0.0","5.9","5/09/2018","","",
"FRBVC191","10:52 AM","101.0","-2.30","24.7","54.7","0.0","20.6","5/09/2018","","",
"FRBVC209","9:32 AM","106.0","-9.50","56.7","43.2","0.0","0.1","5/10/2018","","",
"FRBVC208","9:37 AM","98.0","-5.10","57.6","42.3","0.0","0.1","5/10/2018","","",
"FRBVC207","9:45 AM","96.0","-6.70","57.3","42.2","0.0","0.5","5/10/2018","","",
"FRBVC184","9:49 AM","103.0","-0.50","46.1","37.6","0.0","16.3","5/10/2018","","",
"FRBVC185","9:54 AM","117.0","-0.20","49.9","39.2","0.0","10.9","5/10/2018","","",
"FRBVC186","9:58 AM","113.0","-1.30","51.1","37.1","2.0","9.8","5/10/2018","","",
"FRBVC187","10:03 AM","105.0","-2.60","57.7","40.9","0.0","1.4","5/10/2018","","",
"FRB07BA4","10:10 AM","104.0","-20.20","51.8","39.2","1.3","7.7","5/10/2018","","",
"FRB07BB4","10:13 AM","95.0","-19.80","45.6","34.9","3.6","15.9","5/10/2018","","",
"FRB07BD1","10:24 AM","109.0","-12.70","56.4","42.1","0.1","1.4","5/10/2018","","",
"FRB07BE3","10:27 AM","107.0","-8.30","53.1","41.6","0.6","4.7","5/10/2018","","",
"FRB07BD2","10:31 AM","122.0","-9.20","52.3","38.7","1.0","8.0","5/10/2018","","",
"FRB7BC3W","10:34 AM","96.0","-13.70","47.0","34.9","3.0","15.1","5/10/2018","","",
"FRBVC122","10:37 AM","102.0","-10.50","49.9","37.0","2.0","11.1","5/10/2018","","",
"FRBVC213","10:47 AM","113.0","-0.30","55.5","43.1","0.0","1.4","5/10/2018","","",
"FRB07BE2","10:51 AM","95.0","-8.50","54.1","43.7","0.0","2.2","5/10/2018","","",
"FRB07BD3","10:55 AM","126.0","-13.30","56.6","42.1","0.0","1.3","5/10/2018","","",
"FRB7BC2W","10:59 AM","96.0","-11.80","56.6","40.6","0.0","2.8","5/10/2018","","",
"FRB7BC1W","11:01 AM","92.0","-10.00","56.5","41.2","0.0","2.3","5/10/2018","","",
"FRBVC123","11:04 AM","94.0","-11.50","56.7","40.6","0.0","2.7","5/10/2018","","",
"FRB07BE1","11:07 AM","97.0","-3.00","56.1","42.7","0.0","1.2","5/10/2018","","",
"FRBVC214","11:15 AM","104.0","-1.80","55.8","42.1","0.0","2.1","5/10/2018","","",
"FRBVC193","11:22 AM","85.0","-0.40","7.0","38.2","0.7","54.1","5/10/2018","","",
"FRBVC192","11:34 AM","78.0","-0.50","9.2","33.8","1.2","55.8","5/10/2018","","",
"FRB05DG1","12:50 PM","110.0","-3.70","48.9","41.4","0.0","9.7","5/11/2018","","",
"FRB05DG2","12:54 PM","91.0","-7.40","45.9","44.0","0.0","10.1","5/11/2018","","",
"FRB05DG3","12:58 PM","113.0","-2.20","46.5","44.2","0.0","9.3","5/11/2018","","",
"FRB05DG6","1:03 PM","113.0","-2.10","52.0","45.1","0.0","2.9","5/11/2018","","",
"FRB05DG5","1:07 PM","93.0","-3.00","49.8","45.8","0.0","4.4","5/11/2018","","",
"FRBVC177","1:11 PM","87.0","-15.90","16.6","28.2","0.0","55.2","5/11/2018","","",
"FRBVC178","1:17 PM","114.0","-5.30","53.8","46.1","0.0","0.1","5/11/2018","","",
"FRBSVE13","1:36 PM","64.0","-12.60","1.3","1.4","20.4","76.9","5/11/2018","","",
"FRBSVE14","1:39 PM","65.0","-13.20","0.8","1.9","19.7","77.6","5/11/2018","","",
"FRBSVE15","1:41 PM","67.0","-2.40","0.0","0.5","21.1","78.4","5/11/2018","","",
"FRBSVE16","1:45 PM","58.0","-12.60","59.4","40.5","0.0","0.1","5/11/2018","","",
"FRBSVE17","1:48 PM","56.0","-12.30","45.6","34.4","1.5","18.5","5/11/2018","","",
"FRB00MC3","1:10 PM","72.0","-18.60","0.2","0.7","20.7","78.4","5/14/2018","","",
"FRB00MC4","1:12 PM","81.0","-3.40","2.4","3.9","17.9","75.8","5/14/2018","","",
"FRB00MC5","1:16 PM","83.0","-2.20","0.7","2.2","19.2","77.9","5/14/2018","","",
"FRB00MC6","1:20 PM","86.0","-24.20","38.7","38.5","1.2","21.6","5/14/2018","","",
"FRB0VC72","1:30 PM","82.0","-16.60","5.7","9.2","13.4","71.7","5/14/2018","","",
"FRBVC112","1:33 PM","80.0","-0.20","0.0","0.4","20.2","79.4","5/14/2018","","",
"FRBVC111","1:35 PM","78.0","-0.40","2.1","2.0","19.0","76.9","5/14/2018","","",
"FRBVC110","1:38 PM","84.0","-1.80","9.0","7.1","16.3","67.6","5/14/2018","","",
"FRB0VC71","1:40 PM","77.0","-12.00","24.3","21.3","8.8","45.6","5/14/2018","","",
"FRBVC55R","4:49 PM","97.0","-20.60","44.0","38.4","0.7","16.9","5/14/2018","","",
"FRB00D2W","4:52 PM","108.0","-17.80","57.5","42.4","0.0","0.1","5/14/2018","","",
"FRB00C2W","4:56 PM","101.0","-19.20","58.2","41.7","0.0","0.1","5/14/2018","","",
"FRB00B2W","5:00 PM","111.0","-20.60","58.2","41.7","0.0","0.1","5/14/2018","","",
"FRB00A2W","5:02 PM","109.0","-18.80","57.3","42.6","0.0","0.1","5/14/2018","","",
"FRBVC60R","5:06 PM","116.0","-18.70","52.8","41.3","0.3","5.6","5/14/2018","","",
"FRBVC116","5:09 PM","104.0","-1.20","22.8","17.8","10.7","48.7","5/14/2018","","",
"FRBVC117","5:12 PM","102.0","-0.40","6.7","5.1","17.2","71.0","5/14/2018","","",
"FRBVC118","5:14 PM","106.0","-3.80","42.3","31.4","4.3","22.0","5/14/2018","","",
"FRBVC58R","5:20 PM","95.0","-5.50","50.9","39.5","3.0","6.6","5/14/2018","","",
"FRBVC57R","5:22 PM","95.0","-7.40","43.1","35.1","2.7","19.1","5/14/2018","","",
"FRBVC115","5:27 PM","103.0","-2.30","44.8","34.1","2.4","18.7","5/14/2018","","",
"FRBVC114","5:29 PM","95.0","-1.50","9.6","11.5","11.7","67.2","5/14/2018","","",
"FRBVC113","5:31 PM","94.0","-0.50","0.0","2.2","17.9","79.9","5/14/2018","","",
"FRBVC64R","5:35 PM","95.0","-3.30","43.7","35.0","3.5","17.8","5/14/2018","","",
"FRBVC56R","5:39 PM","99.0","-12.10","42.1","37.5","0.4","20.0","5/14/2018","","",
"FRBVC204","5:46 PM","98.0","-12.00","56.0","43.9","0.0","0.1","5/14/2018","","",
"FRBVC205","5:49 PM","118.0","-8.10","44.7","39.2","0.0","16.1","5/14/2018","","",
"FRBVC206","5:52 PM","96.0","-10.00","50.0","43.7","0.0","6.3","5/14/2018","","",
"FRBSVE2A","12:32 PM","68.0","-0.60","0.0","0.4","20.9","78.7","5/15/2018","","",
"FRBSVE2B","12:35 PM","67.0","-2.20","9.5","9.9","12.3","68.3","5/15/2018","","",
"FRBSVE3A","12:38 PM","64.0","-0.30","0.0","0.4","21.1","78.5","5/15/2018","","",
"FRBSVE3B","12:40 PM","65.0","-3.10","23.7","20.4","6.7","49.2","5/15/2018","","",
"FRBSVE4A","12:44 PM","64.0","-0.70","0.2","1.7","19.4","78.7","5/15/2018","","",
"FRBSVE4B","12:46 PM","68.0","-14.80","24.4","18.2","6.9","50.5","5/15/2018","","",
"FRBSVE5A","12:54 PM","64.0","-3.40","2.9","13.4","3.6","80.1","5/15/2018","","",
"FRBSVE5B","12:57 PM","67.0","-20.00","51.5","36.5","0.1","11.9","5/15/2018","","",
"FRBSVE6A","1:01 PM","62.0","-1.60","2.3","13.4","1.1","83.2","5/15/2018","","",
"FRBSVE6B","1:03 PM","68.0","-19.90","49.7","31.8","1.2","17.3","5/15/2018","","",
"FRBSVE7A","1:07 PM","65.0","-19.50","35.9","27.3","3.3","33.5","5/15/2018","","",
"FRBSVE7B","1:09 PM","62.0","-1.20","15.5","18.2","3.7","62.6","5/15/2018","","",
"FRBSVE8A","1:14 PM","76.0","-19.30","32.6","29.4","0.2","37.8","5/15/2018","","",
"FRBSVE8B","1:16 PM","74.0","-21.40","52.0","35.5","0.5","12.0","5/15/2018","","",
"FRBSVE9A","1:19 PM","77.0","-18.60","27.6","27.1","0.1","45.2","5/15/2018","","",
"FRBSVE9B","1:21 PM","76.0","-20.70","54.6","36.4","0.5","8.5","5/15/2018","","",
"FBSVE10A","1:25 PM","78.0","-17.80","26.8","25.9","0.0","47.3","5/15/2018","","",
"FBSVE10B","1:27 PM","75.0","-21.30","60.8","37.2","0.1","1.9","5/15/2018","","",
"FRB8CA1S","1:34 PM","109.0","-13.00","23.5","30.2","0.0","46.3","5/15/2018","","",
"FRB8CA2S","1:37 PM","86.0","-5.60","21.1","29.1","0.0","49.8","5/15/2018","","",
"FRB08CA3","4:33 PM","106.0","-1.40","48.5","51.4","0.0","0.1","5/15/2018","","",
"FRB8CA1N","4:35 PM","109.0","-8.20","55.5","44.4","0.0","0.1","5/15/2018","","",
"FRB8CA2N","4:38 PM","106.0","-7.30","50.6","43.2","0.0","6.2","5/15/2018","","",
"FBSVE11A","4:44 PM","83.0","-6.40","0.1","0.7","20.3","78.9","5/15/2018","","",
"FBSVE11B","4:46 PM","75.0","-6.90","0.4","0.5","20.1","79.0","5/15/2018","","",
"FRBMTC1S","4:48 PM","65.0","-1.00","4.1","2.5","18.5","74.9","5/15/2018","","",
"FRBMTC1N","4:52 PM","64.0","-0.90","4.7","3.7","17.4","74.2","5/15/2018","","",
